x,y,z
6.550560798767798,0.9187464409731698,5.056359379601763
11.314821126764748,0.6753988216785113,2.0486550869903746
0.001796593912112612,0.2503245883640072,4.4293423298875165
4.749024934272308,-0.6445455251153381,0.5659930991037203
2.3052341951606707,0.024039095159119336,6.768185643055012
1.4504500296985374,0.18496831598910485,6.474787649107212
2.925766087309886,0.27393459616683513,4.277521207704595
5.428050622355842,-0.23818413203375674,1.5659069208785203
6.232403646841652,0.39962049590155346,5.118992836183952
8.46370631688803,-0.12326829625564013,6.577485679028611
6.584686472521235,0.1463353372372085,6.043185684431653
10.763393651257278,0.6430028177820092,1.8297583727212552
3.2115257161701893,-0.09527094716595655,4.9981393368254015
13.793424784957152,-0.13633131328083933,6.969995588983912
0.4302029445733643,0.19503768243959332,6.554895230388166
10.531670126506834,0.6956292111571579,0.4525665348380601
6.555002970342712,0.027587921971690084,4.492965665739649
8.775871890734445,0.18929655640838222,5.86799614321011
2.205191012107002,-0.26014200891939393,5.6813125188615095
3.1117682854708217,-0.31164278201365553,4.1337874345660275
12.578055647526897,-0.3110650835335664,3.3605669573653176
15.20940441832151,0.24902511885181858,5.965419383929037
4.923251319316479,0.1710248295073333,1.798508822683321
10.874969030802802,0.02960384023836496,0.1600526064312069
13.766276984808556,-0.18126744130924347,6.797456448110435
14.052436739985259,0.24166145643202863,5.657968637674859
1.335870219985903,0.9540823257941566,7.535203982607003
0.6134705822829545,-0.0495533316882288,6.030492343418163
2.66768773899927,-0.12967746930324867,4.190481825018976
13.79381853674405,0.12430169243216123,7.360862064540675
1.5448271485078593,0.9846513245607036,7.798003522589981
6.614737518198109,-0.12644947499515502,4.681238202671476
15.046480845127578,-0.7260251079936878,5.401605643101238
8.374933638091903,0.2736998000286181,6.788965998074096
10.867971112078338,0.012813011269363843,0.9272386686857601
4.956103756061687,0.07850808301853039,2.494212199787892
10.783522246975933,0.36298046424337427,1.4277631135544284
13.11025832288034,-0.8539339266028914,4.1986208318479346
0.2872713461086977,0.32673887049965794,4.597871206175957
11.783229391939802,0.47366852396955467,2.1584207645806712
15.532980541488774,-0.08179222566123708,5.270942829681554
11.7521486907158,-0.04433778434300872,0.7625346657409955
4.405200205148073,0.5657930906060263,2.1494079724038704
12.397960227349559,-0.5666580006700171,2.9589619897030284
1.621468950021272,0.26940538294793787,6.551011620845837
7.035489114494809,-0.308917769331561,4.840282350338811
14.27217273281119,-0.03755081410693247,6.875867856777922
4.612076361946339,-0.06790960930070171,1.539591678931809
4.520360629747437,-0.21645785231755849,2.4783178486479427
2.0424823094052997,0.2151790451859529,6.192571187459833
0.30421520587873296,0.1565130618901327,5.356530538424947
10.663114609643161,0.884765949666019,1.4521188446722455
3.3242438647231274,-0.06489785042828543,3.9303645600985413
4.171193648085961,0.11647126311058364,2.6638994947203125
7.72160660731759,0.04322506203390305,7.092861478792576
0.8382161905718428,-0.07981316613358892,6.974219362507826
9.018210641188267,0.09313291949086316,5.365875883078245
2.3048051181917204,0.06215730545298979,7.28146561968767
9.256781908399944,0.2374900611708348,5.476479960241253
10.991769331290786,-0.5402230861616019,1.402691103092414
1.607464091306047,0.3322258678301381,7.677138337378958
6.503970753870388,0.04528721619403733,4.016000512728461
10.907602957579535,-0.4970982861058311,1.176294017922999
6.50590725676511,0.6397932299369863,5.854426081767263
0.7846664354521898,0.9897677632499152,6.0960138333920995
8.41783394930056,-0.13292993862134675,7.245846712058011
10.426853097380182,0.3108586076308603,1.3432851537251134
8.087852427756308,0.036140471935122175,8.049468455327037
14.837647197365897,-0.07463898975014485,6.010400722404036
9.21357724845328,0.2973034276772741,5.253665255232113
14.190592115246309,-0.16767122654931207,6.856714647912485
2.159445778993892,0.0019841828258510765,7.614615872590622
2.187745898797553,-0.33342290642978156,8.061861346556487
12.682461993484765,-0.15174355650521723,3.9235621033517574
6.2466878715269125,-0.2174489958162448,2.9853821312066517
2.5973754606029242,0.4334470522532556,6.702204935166403
14.569258405431881,0.048722434263710354,6.50946550020316
5.462688736589429,0.2614561029664723,2.8926746896346014
11.793718975457574,-0.03566197907461149,2.703405828779789
11.403940053985623,0.36034865836305685,1.4211374625206972
13.8749279153563,0.5609946629903387,6.462112006430558
9.796611844819152,0.0870730198980963,3.1211215747668137
11.795766206579712,-0.03343978318225007,1.8975114199476084
5.480477710870852,-0.735190249628481,0.6196623444974492
4.240013827450442,-0.08242496466775466,0.6739954654877963
14.072535921112909,0.016862176891942592,7.672372476437117
6.724435005938807,-0.561824243473285,4.090268469690574
15.155659218604484,0.791876210652898,5.856928331022624
10.421305875657291,-0.23760776781217047,1.1942055012325783
9.765565288258875,0.395286575995992,2.2795714306211643
1.8024240058529697,0.07324162776982678,7.026031701482286
14.91452980130774,0.3695971971204414,6.026893702918231
7.067197297096232,0.2132687931198381,7.040334632069285
9.085315143312346,-0.2340532152352852,4.821329411909312
