x,y,z
5.003424875902775,-0.09704099531190934,0.13600401388215527
4.91407184703568,-0.049873280204092506,-1.7269031666224115
5.236610043133807,0.2574713950036492,-1.8381832470829687
5.21752311149882,0.2129107930340686,-0.6690680910398109
5.114359018600624,0.8087194331602581,0.30201241662739564
4.913308119146678,0.9540736298272173,2.804422739068192
5.156421763849078,1.1092725619400972,1.2314755733610996
4.893126405545068,0.9564737765419823,1.689287577046161
4.987259915906815,0.5689606261156819,1.8280497768234896
5.087149669456824,1.0730782302513717,3.8367783290045034
5.023270483562913,1.2394494386239283,4.813346668722141
5.209852851106108,1.1705195117616354,3.080546962648769
4.936645265886357,1.1991978265131227,2.1127341659352528
4.4582908621818005,0.9301805371422702,4.9764657505154375
4.562080399334368,1.5216204321895388,3.5370444719800282
5.058667962003216,1.3735480652164744,2.286295222327678
4.720780863464319,1.1414854777526249,4.444967458003513
4.847719464647008,1.3234381335289505,3.3529969778045796
4.58789259282082,1.3631614958217424,0.9717153900600444
4.917091707412112,1.7802759378546757,4.321465109023825
4.618583732833224,1.8304104120382432,3.957390266401855
4.873789196785961,2.3038849960538785,1.3322465799226055
4.475482455403301,2.13106547952433,0.8918347088247307
4.771314327127325,1.807779133117303,4.490714934567651
4.679284867412974,1.8034344622530134,5.327063827602547
4.392746135725857,2.327000535727281,5.249208629998997
4.751154046477889,2.4268234262208233,2.3227248846178186
4.333507630858424,2.103100943625222,3.9258540613950283
4.276200925182269,2.409636480870837,5.775052972712068
4.565044027085474,2.0351287340603137,2.5578261173813814
4.244185854963654,2.0421860827321954,5.205215616966409
4.24653690501423,2.203249351552072,5.413504871328747
4.211920859933961,2.5122805393636654,6.81606388542232
3.9763700026185247,2.644842937961137,2.140692986599076
4.297273391324882,2.8325204883339143,6.352186813331205
3.9464978591162962,3.1221920930215523,10.025369584382444
3.5242542688161915,3.6688061396851848,6.914853346335287
3.3222719097142783,4.002765937278574,7.907802914270098
3.4019348561824403,3.7530763185094203,9.8990298480366
3.4836063882080013,4.304681744703148,7.79773381927158
3.3025918299332617,3.773519905361256,10.683371715460659
2.842465601645424,3.936258746286786,10.222640451600368
2.743043639146181,4.355926800124081,7.907446175274798
2.5240865017357237,4.231191753900533,10.512025270620702
2.505399534242695,4.5391252627946175,8.178801192614749
2.8958344022929086,4.188813450294293,11.84866435224963
2.425065881557003,4.589542185547978,7.930505513706731
2.400198278071742,4.371248646409571,7.763498694612586
2.003929889871489,4.902519168282441,9.008333727710507
1.9879410658511032,4.362996826602805,9.794434325113368
2.220953003874908,4.482733973522556,13.278095047761777
